datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
2000-08-16 03:30:00,nottinghamshire (uk/england),,gb,circle,1200,20 mins,Circular UFO sited in the wymeswold area between Nottingham and Leicester.UK.on the A606.16.8.00/3.30am,9/17/2000,53.166667,-1.0
2000-08-16 22:00:00,hemel hempstead (uk/england),,gb,disk,180,3minutes,the craft was large&#44golden in color&#44sphere shaped &#44travelling fast........,8/5/2001,51.75,-0.466667
2001-08-16 22:00:00,abersoch (uk/wales),,gb,oval,600,10 min,I was in Wales on holiday&#44 lying on the grass watching the stars with my friend&#44 and i happened to see this orange bright oval shape re,4/22/2003,52.816667,-4.5
2002-08-16 22:34:00,new park (near the new forest) (uk/england),,gb,triangle,10,5-10 secs,triangular object sighted with lights 70 feet above tree tops.,8/28/2002,51.763889,-4.871944
2006-08-16 20:30:00,newcastle upon tyne (uk/england),,gb,changing,900,15 mins,our very close encounter,6/12/2007,54.988056,-1.619444
2009-08-17 21:00:00,chelmsford (uk/england),,gb,rectangle,40,40 sec,very bright orange light traverling at great speed through the sky then just vanished.,8/27/2009,51.733333,0.483333
1970-08-18 15:00:00,london (uk/england),,gb,disk,900,15 minutes,A  disc shaped object that sped away at great speed after hovering over us for about 10 minutes,6/12/2008,51.514125,-0.093689
1974-08-18 23:50:00,colwyn bay (town) (uk/wales),,gb,circle,10,00:10,object  seen over wales england&#44in the 1970`s,3/9/2004,53.3,-3.75
2002-08-18 23:08:00,preston (uk/england),,gb,triangle,600,10 mins,1 triangle shaped craft&#44big&#44to far to see what colour .moved in ziping motion.ps one object may have been droped.,8/28/2002,50.783333,-0.466667
2006-08-18 23:00:00,polegate (uk/england),,gb,disk,600,10 minutes,objects appear most nghts when the sky is clear,10/30/2006,50.8,0.23333299999999998
2007-08-18 01:00:00,london (uk/england),,gb,light,300,5mins,as above,10/8/2007,51.514125,-0.093689
2012-08-18 23:40:00,nottingham (uk/england),,gb,chevron,5,5 seconds,V shaped formation moving east to west&#44 dim lights unlike aircraft.,8/19/2012,52.966667,-1.166667
1997-08-19 23:00:00,london (uk/england),,gb,circle,30,0.30,small circular flashing object emiting different colours&#44 seemingly shaking&#44 plus another circular object separating and parallel to&#44 o,1/28/1999,51.514125,-0.093689
2001-08-19 18:00:00,bognor (uk/england),,gb,changing,960,16.min,changing shpe/colour numours times&#33&#33&#33&#33,8/20/2001,50.783333,-0.65
2004-08-19 21:15:00,stafford (uk/england),,gb,sphere,2,seconds,Appeared to be a UFO,8/24/2004,52.833333,-2.0
2005-08-19 22:30:00,cheltenham (uk/england),,gb,light,1200,20mins,Orange lights in sky.,9/2/2005,51.9,-2.083333
2009-08-19 23:30:00,london (uk/england),,gb,circle,240,under 4 min,3 Orange meteors followed by 7 grey meteors over London heading west.,8/27/2009,51.514125,-0.093689
2012-08-19 02:09:00,london (uk/england),,gb,triangle,13,10-13 seconds,Curved-triangular shape&#44 flying in sky in London&#44 UK,8/19/2012,51.514125,-0.093689
1984-08-20 14:00:00,london (uk/england),,gb,sphere,600,10 minutes,See Below,10/2/1999,51.514125,-0.093689
1996-08-20 17:00:00,romford (essex) (uk/england),,gb,disk,300,5 minutes,Disc shaped green ufo.,4/24/2014,51.583333,0.2
2001-08-21 00:00:00,dundee (tayside; alba) (uk/scotland),ns,gb,light,900,10-15 min.,THE TIME JIST AFORE DAWN I WENT TO THE WINDOW AND WAS SUDDENLY AWARE OF DEFIND UNBLINDING CLEAN WHITE LIGHT INA SPHERE FORM.ITRIED ALWA,10/30/2006,56.5,-2.9666669999999997
2002-08-20 23:53:00,birmingham (uk/england),,gb,sphere,10,ten seconds,My old friend told me that he saw the similar sighting&#44 now i believe him 100%.,9/6/2002,52.466667,-1.916667
2003-08-20 22:10:00,newton abbot (uk/england),,gb,circle,120,2 minutes,A circle of lights in the air in low cloud. No sound. Started revolving and moved slowly.,8/28/2003,50.533333,-3.6
2005-08-20 20:00:00,wakefield (uk/england),,gb,disk,300,5 mins,silver disc very high up in the sky west yorkshire england,10/11/2005,53.7,-1.483333
2009-08-20 21:00:00,shropshire (uk/england),,gb,circle,600,10 minutes,VERTICAL UFO TAKE OF WITH EJECTING SHIP,10/10/2011,52.666667,-2.75
2009-08-20 23:57:00,shebbear (uk/england),,gb,circle,3600,1 hour,It was circular and scary.,8/27/2009,50.85,-4.216667
2011-08-20 20:00:00,cheshire (uk/england),,gb,sphere,60,60 secs (approx),Very Bright orb seen in Daylight&#44 on A51 accelerating towards Chester&#44 UK,8/21/2011,53.166667,-2.583333
1998-08-21 21:00:00,glastonbury (uk/england),,gb,sphere,300,5mins,red ball splits in 2 then joins  back together over middle drove glastonbury england 1998,3/19/2009,51.146667,-2.714444
2005-08-21 14:46:00,derby (uk/england),,gb,egg,30,30 seconds,High spead UFO sigting.,10/11/2005,53.166667,-1.583333
2006-08-21 19:00:00,guildford (uk/england),,gb,circle,30,30 seconds,The object was seen at Newlands Corner Guildford Surrey U.K. The spherical object was travelling at a constant speed of about 50 ki,10/30/2006,51.216667,-0.566667
2006-08-21 21:00:00,hope (uk/england),,gb,light,180,2-3mins,single bright light travelling over Derbyshire,10/30/2006,53.116667,-3.0333330000000003
2006-08-21 21:40:00,edinburgh (uk/scotland),,gb,light,40,2/3 min,a bright light in the southtern sky&#44 brighter than Venus would be but about the same size moving from west to east dropping slightly as,10/30/2006,55.833333,-3.083333
2009-08-21 00:00:00,baildon (uk/england),,gb,unknown,120,2 mins,three flying objects no sound orange lights all around disapeared one by one,8/27/2009,53.85,-1.7666669999999998
2011-08-21 22:10:00,london (uk/england),,gb,teardrop,120,2 minutes,Very bright Star in London moving slowly overhead.  Have good pictures.,8/21/2011,51.514125,-0.093689
2003-08-02 12:30:00,stevenage (uk/england),,gb,light,300,5 mins,A stationary light observed over Stevenage before it followed two other fast moving objects&#44 one light and one hazy object.,8/4/2003,51.916667,-0.216667
2006-08-02 02:30:00,exmouth (uk/england),,gb,diamond,3,3 seconds,Bright green light over Exmouth&#44 England.,10/30/2006,50.583333,-3.4
2009-08-02 22:45:00,avoch (uk/scotland),,gb,circle,20,20seconds,Bright object moved quickly across the night sky.,8/5/2009,57.566667,-4.1666669999999995
2005-08-22 00:00:00,doncaster (south yorkshire) (uk/england),,gb,sphere,600,10 minutes,I saw a light in the sky with a smaller light orbiting it moving strangely.,10/11/2005,53.533333,-1.116667
2006-08-22 19:30:00,glasgow (outside of) (uk/scotland),,gb,circle,30,30seconds,Sighting near to Glasgow Scotland by police officers.,10/30/2006,55.833333,-4.25
2009-08-22 20:50:00,northampton (uk/england),,gb,light,600,5-10 mins,40 orange flickering lights,8/27/2009,52.25,-0.883333
2009-08-22 21:40:00,coalville (uk/england),,gb,other,100,100 seconds,2 orange light travellin slowley across the sky above leicestershire at 21:40 hrs,8/27/2009,52.716667,-1.366667
2000-08-23 23:15:00,burgess hill (uk/england),,gb,formation,1800,30 mins,Semi-circle light formation,9/17/2000,50.966667,-0.13333299999999998
2008-08-23 01:27:00,cambridgeshire (uk/england),,gb,other,480,~8 mins,Many bright orange circluar objects/lights&#44 hovering slowly to the east up and down in a random motion.,10/31/2008,52.333333,0.083333
2011-08-23 18:30:00,lancashire (uk/england),,gb,circle,1200,20 minuets,Happened yesterday in broad day light and there has been other reports about the same siting in the same area.,10/10/2011,53.888996,-2.633778
2001-08-24 23:50:00,london (uk/england),,gb,circle,6,6 seconds,round orange objects over london&#44 england,12/5/2001,51.514125,-0.093689
2005-08-24 00:00:00,mansfield (uk/england),,gb,disk,300,5 mins,Scary.,10/11/2005,53.133333,-1.2
2005-08-24 22:45:00,broadway (uk/england),,gb,unknown,2,2sec,bright red lights and fast,10/11/2005,51.764722,-4.472778
1995-08-25 13:26:00,haslemere (uk/england),,gb,teardrop,10,10 secs,the object was there for about ten secs then disapaired.,5/15/2006,51.083333,-0.7
2000-08-25 21:30:00,bootle (uk/england),,gb,triangle,900,15 min,I was walking along the beach (north) towards Southport When I noticed a or really felt a strong warm breeze go past me. As I looked up,9/17/2000,53.466667,-3.016667
2003-08-25 13:00:00,coventry (uk/england),,gb,other,180,3 minutes,Square object tumbling under cloud level in the Warwickshire&#44 UK skies,9/17/2003,52.416667,-1.55
2003-08-25 21:35:00,southampton (uk/england),,gb,circle,30,30 seconds,Circular object with ring of lights seen flying over Southampton&#44 UK,8/28/2003,50.9,-1.4
2006-08-25 00:00:00,cardiff (uk/wales),,gb,triangle,40,40 sec,prototype Jet flying in cardiff?,10/30/2006,51.5,-3.2
2007-08-25 21:00:00,tonbridge (uk/england),,gb,sphere,360,6 minutes,Red lights&#44 High altitude Northern Hemisphere August 2007,10/8/2007,51.183333,0.283333
2013-08-25 16:00:00,great yarmouth (uk/england),,gb,sphere,4,4 seconds,I have taken picture of the sun hiding in the fogs.  There was a sphere light next to the sun.  ((NUFORC Note:  Lens flare.  PD)),12/2/2013,52.633333,1.75
2006-08-26 22:04:00,essex (uk/england),,gb,fireball,240,4 mins aprox,2 objects of orange colour&#44moving with no noise,10/30/2006,51.833333,0.583333
2007-08-26 03:28:00,liverpool (uk/england),,gb,light,10,10 seconds,Star like object started shining very bright. Then faded in brightness and started moving across the sky.,10/8/2007,53.416667,-3.0
2007-08-26 18:51:00,milton keynes (uk/england),,gb,formation,240,3-4 minutes,triangle formation changing positions,10/8/2007,52.033333,-0.7
1987-08-27 00:00:00,newquay (uk/england??),,gb,unknown,0.0,on going,i live in newquay and on my balcony&#44 me and my house mate and friend saw what we thought was a bright star but it had red&#44green and whi,8/27/2009,50.416667,-5.0833330000000005
2000-08-27 15:30:00,london (sw8.4jq) (uk/england),,gb,triangle,900,15 mins,IT WAS WEDGE SHAPED SILVER AND SHINING AND SILENT.,12/2/2000,51.514125,-0.093689
2002-08-27 22:30:00,cardiff (near) (uk/wales),,gb,light,3600,1 hour +,Stacked pulsating lights,9/13/2002,51.5,-3.2
2006-08-27 21:45:00,blackpool (uk/england),,gb,light,30,30 secs,Fireball over Blackpool England 9.45pm 27/08/06,10/30/2006,53.816667,-3.05
2011-08-27 21:30:00,henham (near stansted airport) (uk/england),,gb,sphere,2700,30-45 mins,Bright white light with red lights&#44 sphere shaped&#44 also green lasers scanning surroundings,10/10/2011,51.933333,0.25
2011-08-27 22:30:00,horley (uk/england),,gb,triangle,7200,2 hours,triangle shaped object in the sky with flashing lights,10/10/2011,51.166667,-0.166667
1992-08-28 05:30:00,yorkshire (south) (uk/england),,gb,oval,300,5 mins,STRANGE SOUNDS  COMING FROM  OUT SIDE  WENT TO INVESTERGATE  THEN SAW  STRANGE OBGECT IN SKY,8/5/2001,54.0,-1.5
2000-08-28 23:00:00,bracknell (uk/england),,gb,light,20,20 seconds,bright light moving very quickly with no tail,9/17/2000,51.416667,-0.75
2001-08-28 21:15:00,nottingham (uk/england),,gb,other,3,3secs,a bright object like a fireball  i was on my way home very dark night when i saw a fire ball of a sort of craft it came out of no were,10/12/2001,52.966667,-1.166667
2002-08-28 22:30:00,plymouth (near) (uk/england),,gb,flash,10,10 seconds,Moving light stops&#44 flashes,9/6/2002,50.396389,-4.138611
2007-08-28 19:50:00,liverpool (uk/england),,gb,rectangle,40,40 seconds,Bright yellow glowing rectangle.,10/8/2007,53.416667,-3.0
2009-08-28 23:50:00,altrincham (uk/england),,gb,fireball,180,2-3 mins,firey orange light moving smoothly and silently in the sky until disappearing,12/12/2009,53.383333,-2.35
2012-08-28 03:30:00,york (uk/england),,gb,light,2400,40 minutes,Bright light moving and stopping&#44 seen from York&#44 England.,9/24/2012,53.954115,-1.064262
1999-08-29 16:14:00,salford (uk/england),,gb,changing,600,10 minutes,THE CRAFT WAS MOVING VERY FAST SHIMMERING GOLD/YELLOW I LIVE IN THE FLIGHT PATH OF MANCHESTER AIRPORT AT THE TIME A 747 WAS WINDING DOW,1/31/2004,52.033333,-0.633333
2001-08-29 23:30:00,nottingham (uk/england),,gb,egg,12,12secs,we was on a return journey from visiting family&#44when a light almost blinded me .my passenger turned to me and said look out behind&#44 i l,10/12/2001,52.966667,-1.166667
2003-08-29 21:35:00,middlesbrough (uk/england),,gb,unknown,40,40 sec,soon as we saw &#44 it was not an aeroplane,9/4/2003,54.572778,-1.162778
2004-08-29 22:30:00,london (uk/england),,gb,sphere,30,30 seconds,We were on a main road in London called Finchley Road&#44 there were plenty more people driving who could have seen this object. It appear,9/1/2004,51.514125,-0.093689
2005-08-29 21:00:00,essex (uk/england),,gb,circle,600,10 mins approx,ball of orange light moving and disappearing then reappearing.,10/11/2005,51.833333,0.583333
2009-08-29 21:20:00,newcastle upon tyne (uk/england),,gb,circle,2400,40 mins,Strange sightings of in excess of 40+ UFO&#39s over the Northeast of UK travelling West - East.,12/12/2009,54.988056,-1.619444
2009-08-29 21:20:00,worcester (uk/england),,gb,circle,600,10 minutes,6 Round White Circles,12/12/2009,52.166667,-2.166667
2011-08-29 21:45:00,woodhall spa (uk/england),,gb,light,300,5 minutes,Rectangle of light,10/10/2011,53.15,-0.216667
2013-08-29 09:00:00,nottingham (uk/england),,gb,light,60,~1 minute,2 bright lights&#44 fading in and out&#44 following the line of a chemtrail.,8/30/2013,52.966667,-1.166667
1978-08-30 22:00:00,bristol (uk/england),,gb,cigar,240,3-4 mins,&quot;like someone had hung christmas deccy&#39s in the sky&quot;,9/4/2003,51.45,-2.583333
1980-08-30 20:00:00,llandudno (uk/wales),ns,gb,circle,900,15 minutes,there were lights on the object,7/11/2000,53.333333,-3.833333
2000-08-30 01:34:00,southampton (uk/england),,gb,triangle,300,5 minutes,dark triangle shaped aircraft no sound could be heard however we did notice after it had gone what sounded like thunder in the distance,9/17/2000,50.9,-1.4
2004-08-30 15:50:00,glasgow (uk/scotland),,gb,unknown,34,3&#444 secs,SOMETHING HIDDEN IN A CLOUD 40 FOOT IN THE AIR THAT FLASHED LIGHTS &#33,2/1/2007,55.833333,-4.25
2005-08-30 03:55:00,london (uk/england),,gb,triangle,60,1min,3 stars moving in the shape of a triangle,10/11/2005,51.514125,-0.093689
2005-08-30 22:30:00,coventry (uk/england),,gb,chevron,10,10 seconds,large arrow-shaped craft over Coventry UK,10/11/2005,52.416667,-1.55
2010-08-30 22:00:00,annalong (uk/england),,gb,fireball,300,5 minutes,Orange light&#44 with no noise flying level&#44 then climbing rapidly.,8/30/2010,54.1,-5.883333
2000-08-31 22:35:00,northampton (uk/england),,gb,triangle,600,10 mins,I was walking across an open park area&#44 when I noticed a strange light in the sky. The light was very bright&#44 and far too big to be a s,9/17/2000,52.25,-0.883333
2003-08-31 16:00:00,basingstoke (uk/england),,gb,cigar,1200,20 minutes,Shiny black cylindrical object close to gliders.,9/4/2003,51.266667,-1.083333
1997-08-03 10:00:00,darvel (uk/scotland),,gb,disk,86400,all day,saucer shaped object with point seen above Darvel at time of Halle Bop,2/14/2006,55.583333,-4.283333
2002-08-03 15:10:00,morecambe (uk/england),,gb,light,1200,20 mins,3 silver objets very close to the sun very small but moving slowly away watched them for about 15/20 mins,8/16/2002,54.066667,-2.85
2003-08-03 16:45:00,london (uk/england),,gb,sphere,900,15 mins,Silver Ball,8/4/2003,51.514125,-0.093689
2003-08-03 23:30:00,kent (uk/england),,gb,light,300,5 mins,Satellite-like light in sky brightening &amp; fading&#44 changing course from S-N to E-W&#44 followed by second one.,8/4/2003,51.25,0.75
2004-08-03 23:30:00,middlesbrough (uk/england),,gb,chevron,180,3 minuits aprox,I cannot remember the exact date but it was on the night when mars was the closest to earth last august (03).Me and my mother were both,10/27/2004,54.572778,-1.162778
2005-08-03 16:42:00,london (uk/england),,gb,circle,60,1 min,i saw a helecopter and plane then three round balls around the plane in a v formaton,10/11/2005,51.514125,-0.093689
2008-08-03 22:00:00,north yorkshire (uk/england),,gb,oval,5,5 seconds,two oval objects &#33,10/31/2008,54.166667,-1.5
2001-08-04 01:30:00,worthing (uk/england),,gb,diamond,3600,1 hour,U.F.O IN SURRY FOR 1 HOUR,8/5/2001,50.8,-0.366667
2003-08-04 14:30:00,banbury (near) (uk/england),,gb,rectangle,60,1 minute,Strange&#44 vaguely discernible &#39structure&#39 seen flying directly overhead at an airfield near Banbury&#44 UK,8/28/2003,52.05,-1.333333
2006-08-04 19:00:00,nelson (uk/england),,gb,formation,1200,20 mins,About 6 crafts in what looked like olive leaf shapes in formation covered an area of country in lancashire&#44 england,10/30/2006,51.653333,-3.284444
2007-08-04 23:15:00,worthing (uk/england),,gb,circle,300,5 minutes,Circular light&#44 zig-zagging across the sky,8/7/2007,50.8,-0.366667
2008-08-04 23:00:00,ingoldmells (uk/england),,gb,unknown,2,seconds,Ingoldmells&#44 object which appeared cloaked moved quickly with a whirring sound&#44 also 3 separate lights disappearing above the sea,10/31/2008,53.183333,0.333333
2006-08-05 13:00:00,london (uk/england),,gb,circle,10,10 seconds,Strange black Object videotaped near plane in Windsor&#44 England.,10/30/2006,51.514125,-0.093689
2010-08-05 22:45:00,falkirk (uk/scotland),,gb,circle,120,2 min,Red light over Falkirk&#44 Scotland.,8/24/2010,56.0,-3.75
2013-08-05 22:25:00,cardigan (uk/wales),,gb,sphere,240,4 minutes,White light moving slowly due east away from Cardigan Wales&#44 UK,8/30/2013,52.083333,-4.6666669999999995
2004-08-06 13:13:00,hampshire (uk/england),,gb,unknown,60,a minute or so,I was outside feeding goat&#39s&#44 when I looked up and saw a quite long thin white object passing slowly overhead.,8/11/2004,51.083333,-1.166667
2005-08-06 17:30:00,st. austell (uk/england),,gb,circle,2,seconds,recently when watching the shuttle flying towards the australin auora which was being filmed live from the shuttle i noticed an object,9/2/2005,50.338333,-4.765833
2010-08-06 22:00:00,london (uk/england),,gb,rectangle,60,1 minute,Large glowing rectangular object.,8/24/2010,51.514125,-0.093689
2004-08-07 04:30:00,chingford (london) (uk/england),,gb,circle,1800,30 minutes,Huge craft caught on CCTV,9/1/2004,51.628528,0.003375
2004-08-07 15:30:00,manchester (uk/england),,gb,oval,300,5:00minutes,Oval  silver shaped object darts left to right and vanishes,8/11/2004,53.5,-2.2166669999999997
2008-08-07 22:00:00,grangemouth (uk/scotland),,gb,light,600,10mins,very bright lights in the sky that mooved then went straight up into the clouds,8/12/2008,56.016667,-3.733333
2010-08-07 22:00:00,larkhall (uk/scotland),,gb,fireball,1200,15-20 mins,several bright orange spheres appeared then disappeared - minutes apart,8/24/2010,55.733333,-3.9666669999999997
2013-08-07 00:50:00,lincoln (lincolnshire) (uk/england),,gb,other,90,90 seconds?,Red dots of light in haphazard formation travelling fast across the heavens,8/30/2013,53.233333,-0.533333
1967-08-08 22:00:00,oxford (uk/england),,gb,unknown,2400,40minutes,2 unidentified lights,8/11/2004,51.75,-1.25
1996-08-08 21:00:00,gloucester (uk/england),,gb,sphere,5,5 seconds,It shifted&#44 and no known aircarft to do does turns&#44 without braking to peaces.,11/20/2001,51.833333,-2.166667
1997-08-08 18:20:00,tadley (uk/england),,gb,circle,2400,40 mins,cluster of ufo&#39s over Hampshire&#44 England,12/2/2000,51.333333,-1.116667
2002-08-08 12:30:00,nottingham (uk/england),,gb,other,240,3-4 minutes,objects flashing lights in a randomly motion as though moving at the same time&#44 not realising that the big bright light i thought was a,1/31/2004,52.966667,-1.166667
2005-08-08 10:45:00,london (epping) (uk/england),,gb,changing,240,4min,i was with 3 other friends driving down a country lane in london epping&#44 the first site was as we were just driving down a rd leading o,9/2/2005,51.514125,-0.093689
2007-08-08 23:10:00,swinton (uk/england),,gb,diamond,20,00:20,ufos over manchester,8/14/2007,55.716667,-2.266667
2009-08-08 21:52:00,doncaster (uk/england),,gb,light,40,2/3 mins,Myself&#44 my husbad&#44 son and his girlfriend were sitting outside when my son noticed an yellowy/orange coloured light in the sky.  We all,8/27/2009,53.533333,-1.116667
2009-08-08 21:52:00,doncaster (uk/england),,gb,light,40,2/3 mins,yelow/orange light  quite large&#44 no noise and got smaller until it vanished,8/27/2009,53.533333,-1.116667
2009-08-08 23:10:00,nottingham (uk/england),,gb,fireball,600,10 mins each,ball of flame moving out of our atmosphere then disappear twice for ten mins started as shooting star like movement,8/27/2009,52.966667,-1.166667
2011-08-08 00:22:00,kingston upon hull (uk/england),,gb,light,600,around 10 minutes,Star like object&#44 changed dir. randomly and dissapeared after a burst of speed.  ((NUFORC Note:  Correct date and time amended.  PD)),8/7/2011,53.716667,-0.333333
1995-08-09 20:30:00,bournemouth (uk/england),,gb,sphere,8,8seconds,i was watching hallies comet one night when two orange coloured balls passed in front of me; they made  no noise and moved in unison; i,11/16/2002,50.716667,-1.8833330000000001
2002-08-09 00:36:00,liverpool (uk/england),,gb,sphere,300,5 mins,its as if thier just watching us.,8/16/2002,53.416667,-3.0
2003-08-09 23:50:00,doncaster (uk/england),,gb,chevron,5,5 seconds,Boomerang shaped&#44 orange craft. Made no sound&#44 but travelled at excessive speed,8/28/2003,53.533333,-1.116667
2008-08-09 02:00:00,alton (hampshire) (uk/england),,gb,light,60,just over a minute,Strange Bright white light hovering over nearby wood.,8/12/2008,52.966667,-1.8833330000000001
2009-08-09 09:20:00,watton (uk/england),,gb,sphere,30,half minute,Small Silver Ball,8/27/2009,52.566667,0.833333
2009-08-09 22:30:00,llanelli (uk/wales),,gb,other,600,10 min,half circle formed in 12 orange lights gliding,8/27/2009,51.676111,-4.156667
2002-09-10 11:15:00,peterborough (uk/england),,gb,egg,4,4 seconds,Egg shaped craft rising behind cloud in broad daylight,3/4/2003,52.583333,-0.25
2003-09-10 20:23:00,bonnybridge (uk/scotland),,gb,other,180,3 min,10/09/03- 20:23gmt bonnybridge Scotland- dome shape light which disapeared quickly,9/12/2003,56.0,-3.8833330000000004
2004-09-10 00:35:00,llandeilo (uk/wales),,gb,unknown,120,2mins,Bright lights followed by dimmer lights. After lights came a glow. No noise hovered. Lasted about 2 mins.,9/29/2004,51.882778,-3.9963889999999997
2006-09-10 21:00:00,bristol (uk/england),,gb,oval,5,3-5 seconds,we were led on our backs looking out for&quot;shooting stars&quot; it appearded out of no where and had a orange brown colour to it it moved very,10/30/2006,51.45,-2.583333
2007-09-10 22:30:00,manchester (uk/england),,gb,formation,30,30 seconds,Line of reds dots over Davyhulme Manchester&#44 England,10/8/2007,53.5,-2.2166669999999997
1978-09-11 00:00:00,reading (uk/england),,gb,light,45,00.45,UK is Reading in to it??,11/20/2001,51.433333,-1.0
2009-09-11 21:45:00,manchester (uk/england),,gb,oval,60,60 seconds,Red oval lights floating upwards behind aircraft in Dukinfield Manchester England 11.09.09 at 21.45,12/12/2009,53.5,-2.2166669999999997
2009-09-11 21:45:00,preston (uk/england),,gb,unknown,5,4 to 5 seconds,I was out with my telescope tonight...looking in the region of the constellation of Cassiopea...if you look at the star shedir 18alp in,12/12/2009,50.783333,-0.466667
2010-09-11 22:30:00,south yorkshire (uk/england),,gb,disk,10,5-10 seconds,3 lights synchrnized darting and changing direction moving as quick as a meteor,11/21/2010,53.45,-1.25
1999-09-01 21:40:00,middlesbrough (uk/england),,gb,teardrop,600,10min?,bright teardrop descending,3/11/2006,54.572778,-1.162778
2000-09-01 17:00:00,london (uk/england),,gb,disk,7200,2 hours,The object was disc shaped&#44 very bright&#44 appeared to have portholes&#44 had a flashing light on top. it seemed to hang suspended in the sk,1/5/2011,51.514125,-0.093689
2001-09-01 02:30:00,blackburn (uk/england),,gb,egg,7200,2hrs,Egg shaped object. Managed to film it for about 30 mins&#33,10/12/2001,55.866667,-3.6333330000000004
2002-09-01 23:00:00,leeds (uk/england),,gb,diamond,30,30 seconds,Diamond craft -  lights on bottom and top,10/17/2003,53.8,-1.583333
2002-09-01 23:34:00,norwich (uk/england),,gb,oval,300,5 minutes,white object with green and red lights all the way round blinking in sequence. Oval like shape&#44 with a low hummmmm sound,9/6/2002,52.633333,1.3
2006-09-01 20:25:00,lancaster (cantsfield) (uk/england),,gb,light,600,10 mins,an object with no clear shape&#44 travelling fast&#44 low&#44 silent&#44 with a very bright light/glow that appeared out of nowhere,10/30/2006,54.066667,-2.833333
2004-09-12 05:00:00,andover (uk/england),,gb,triangle,300,5mins,formation of   slow moving pairs of rapid flashing lights possibly triangles,9/29/2004,51.2,-1.483333
2009-09-12 20:30:00,swindon (uk/england),,gb,fireball,180,3 minutes,1 oval shaped fireball seen passing over in sky then stopping then starting again,12/12/2009,51.516667,-1.7833330000000003
2009-09-12 21:20:00,manchester (uk/england),,gb,circle,5,5 seconds,two white/orange lights moving fast over city center,12/12/2009,53.5,-2.2166669999999997
2009-09-12 22:30:00,lincoln (uk/england),,gb,fireball,60,1 min,big ball of fire travaling at speed high in the sky,12/12/2009,53.233333,-0.533333
2010-09-12 16:00:00,bradford (west yorkshire) (uk/england),,gb,circle,360,6 mins,silver pulsing objects no noise and no vapour trail,11/21/2010,51.0,-3.183333
2002-09-13 17:15:00,london (uk/england),,gb,changing,1200,20 mins,Pulsating light over central London last Friday evening circa 17.15 -30,9/19/2002,51.514125,-0.093689
2002-09-13 20:45:00,manchester (uk/england),,gb,oval,45,45 seconds,We saw a oval shaped craft flying at about 5 thousand ft high and traveling about 500 mph from east to west displaying flashing lights,9/13/2002,53.5,-2.2166669999999997
2003-09-13 00:05:00,warrington (uk/england),,gb,circle,5,5 seconds,the speed and colour of the objects witnessed&#44 leads us to believe this was a genuine sighting?,9/17/2003,53.383333,-2.6
2003-09-13 14:00:00,manchester (uk/england),,gb,other,1200,20 mins,it looked like a missile but then it suddenly changed direction and sped toward the clear blue sky,9/24/2003,53.5,-2.2166669999999997
1980-09-14 19:00:00,todmorden (uk/england),,gb,other,36,3/5 mins,1 craft was seen at close range no more than 30 feet away looked like a hovercraft with a bank of dark black windows dull silver in col,12/2/2000,53.716667,-2.083333
2003-09-14 16:30:00,london (uk/england),,gb,circle,3600,1 hour,4 craft&#44clear afternoon&#44DV video evidence.formation flying&#44ball shape&#44went up.,10/31/2003,51.514125,-0.093689
2003-09-14 16:30:00,london (uk/england),,gb,circle,3600,1 hour,4 ufos over london 14/09/03,10/7/2003,51.514125,-0.093689
1967-09-15 11:00:00,birmingham (uk/england),,gb,cigar,14400,approx 4 hpurs,toddler speaks of Space men and Space craft,2/18/2001,52.466667,-1.916667
1984-09-15 22:30:00,gravesend (uk/england),,gb,triangle,180,3 mins,The triangle shape with no sound.,7/26/2002,51.433333,0.366667
1993-09-15 15:00:00,colchester (uk/england),,gb,cigar,420,5-7 minutes,We saw a large silver and brightly coloured cigar shape  stationary for 5-7 minutes which just dissapeared,5/24/2005,51.883333,0.9
2000-09-15 13:20:00,wythenshawe (uk/england),,gb,light,600,10 minutes,my walls look nice,10/30/2006,53.4,-2.266667
2000-09-15 20:00:00,ashburton (uk/england),,gb,other,1200,20 minutes,L-shaped building with luminus edges,5/24/2005,50.516667,-3.75
2001-09-15 00:00:00,harrogate (uk/england),,gb,rectangle,1800,30 minutes,large rectangular object seen in the night sky,11/20/2013,53.983333,-1.533333
2002-09-15 11:30:00,chichester (uk/england),,gb,sphere,1200,20mins,sussex englands sighting,9/19/2002,50.833333,-0.783333
2006-09-16 00:00:00,aberdeen (uk/scotland),,gb,light,300,5 minutes,Possibly an excellent example of  NOTAF space/time continuum shift.,6/12/2007,57.166667,-2.666667
2007-09-15 00:20:00,london (uk/england),,gb,changing,240,4 minitues,My partner and I seen an object with hazy amber/yellow lights which look like a giant jellyfish flying slowly over east London 15/09/07,10/8/2007,51.514125,-0.093689
2007-09-15 11:00:00,london (uk/england),,gb,teardrop,660,11 minutes,8-12 silver objects 3 held a triangle formation through out . with other moving free in and out of visability.,10/8/2007,51.514125,-0.093689
2010-09-15 22:30:00,bishop auckland (uk/england),,gb,diamond,2700,45mins,Very bright diamond shape light with 6 smaller flashing dot lights moving very quickly.,11/21/2010,54.65,-1.666667
